"","Customer","Freq","Monetary","total_num_products","recency","samples_received","Customer Gender","Country","no_disc","0_25","25_abv","retail","third_party","corp","website","fragrance","skincare","bathbody","home","haircare","makeup","oral","beauty_acc","fashion_acc"
"211",1005848,1,209.17,3,153,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"212",1005865,8,2828.98,20,198,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No"
"213",1005912,1,134.58,2,518,0,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"214",1005947,1,19.63,1,524,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"215",1005953,1,107.41,1,161,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"216",1005981,1,81.12,2,632,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"217",1006005,3,2703.12,12,185,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"218",1006017,3,1523.55,19,171,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"219",1006040,1,242.06,1,775,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"220",1006075,1,107.48,1,811,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"221",1006076,1,217.59,1,278,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"222",1006079,3,204.95,3,191,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"223",1006114,1,110.28,1,847,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"224",1006126,1,366.36,8,520,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"225",1006161,1,332.5,1,421,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"226",1006220,2,415.7,3,751,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"227",1006221,1,181.67,2,407,0,"F","SG","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"228",1006244,1,2341.71,12,379,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No"
"229",1006262,1,507.48,1,740,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"230",1006321,1,239.81,1,156,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"231",1006338,2,237.04,2,192,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"232",1006340,3,505.92,3,145,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"233",1006341,1,233.64,1,749,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"234",1006429,1,128.97,5,570,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"235",1006433,1,146.3,1,360,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"236",1006594,2,1590.76,14,407,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No"
"237",1006658,1,121.5,2,770,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"238",1006689,1,262.08,2,315,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"239",1006743,1,110.28,2,831,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"240",1006754,2,863.75,4,227,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"241",1006787,1,288.79,1,617,1,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"242",1006881,1,114.39,2,724,1,"F","SG","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"243",1006962,1,148.15,1,139,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"244",1006999,1,388.79,1,822,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"245",1007009,1,398.15,1,367,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"246",1007059,1,458.33,1,253,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"247",1007076,1,124.49,1,850,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"248",1007088,1,362.24,1,836,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"249",1007136,1,120.56,1,615,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"250",1007161,2,265.64,5,412,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"251",1007169,1,655.14,6,736,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"252",1007174,1,200,2,293,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"253",1007180,1,220,1,225,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"254",1007191,4,1044.56,5,139,3,"F","SG","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No"
"255",1007192,1,495.7,2,534,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"256",1007194,1,253.7,1,147,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"257",1007341,1,757.01,4,820,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"258",1007347,1,507.48,1,548,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"259",1007421,1,493.46,2,552,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"260",1007491,2,183.18,3,743,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"261",1007510,1,117.76,1,554,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"262",1007552,1,168.97,2,633,0,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"263",1007558,1,256.3,3,168,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"264",1007592,1,540.19,3,839,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"265",1007600,2,507.62,2,510,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"266",1007626,1,277.57,2,614,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"267",1007745,1,300,1,254,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"268",1007788,1,186.92,1,551,0,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"269",1007898,1,138.33,2,172,0,"F","SG","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"270",1007922,1,312.04,2,233,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"271",1007949,1,425.23,2,562,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"272",1007966,1,2000,4,397,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"273",1008016,1,92.59,1,331,1,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"274",1008180,1,997.78,5,349,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"275",1008183,2,346.73,2,514,1,"F","SG","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"276",1008226,1,25.23,1,686,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"277",1008269,1,305.56,1,236,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"278",1008289,1,25.19,2,409,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"279",1008327,3,1108.34,5,225,3,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No"
"280",1008351,1,837.04,6,346,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"281",1008366,2,229.76,2,257,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"282",1008383,1,141.12,7,705,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"283",1008391,11,1109.38,23,224,10,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes"
"284",1008399,2,948.41,9,563,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes"
"285",1008410,11,2012.08,21,225,1,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"286",1008418,1,44.86,2,757,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"287",1008436,1,133.08,2,743,0,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No"
"288",1008450,1,53.7,1,223,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"289",1008465,1,50,1,182,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No"
"290",1008470,1,620.19,3,317,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"291",1008476,1,131.48,1,281,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"292",1008514,1,275,1,476,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"293",1008515,2,1025.28,7,226,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"294",1008542,1,713.33,2,307,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"295",1008546,1,168.89,2,188,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"296",1008559,1,271.96,1,808,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"297",1008590,2,113.88,3,167,2,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No"
"298",1008601,1,265.42,1,767,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"299",1008620,1,107.41,1,155,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"300",1008635,5,1889.16,27,515,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No"
"301",1008665,2,1073.79,4,309,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"302",1008702,1,133.33,1,223,1,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"303",1008721,1,86.11,1,144,1,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"304",1008740,1,582.24,3,634,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"305",1008778,2,417.82,8,361,1,"F","SG","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No"
"306",1008791,5,2069.9,16,309,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"307",1008803,1,1228.7,3,265,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"308",1008938,1,259.26,1,169,2,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"309",1008974,3,580.33,8,235,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No"
"310",1009012,1,426.17,1,848,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"311",1009031,3,1508.6,11,199,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"312",1009091,1,396.3,1,299,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"313",1009186,1,208.93,1,695,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"314",1009253,1,113.64,1,777,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No"
"315",1009291,1,101.85,1,149,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"316",1009325,1,120.56,1,855,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"317",1009422,1,665.19,9,170,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No"
"318",1009450,1,993.36,8,593,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"319",1009529,8,993.8,17,179,5,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"320",1009565,1,50.47,1,819,2,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"321",1009570,1,80.37,1,609,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"322",1009587,1,398.15,2,367,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"323",1009598,1,455.14,2,514,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"324",1009615,2,453.89,3,158,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No"
"325",1009624,6,721.25,11,215,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"326",1009647,1,52.34,2,721,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"327",1009686,1,280.37,1,805,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"328",1009698,2,488.87,3,778,1,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"329",1009725,1,314.02,3,632,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"330",1009804,4,1443.54,12,143,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No"
"331",1009821,2,5569.07,48,226,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"332",1009823,1,97.2,1,568,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"333",1009844,4,499.69,6,325,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No"
"334",1009850,1,1235.19,3,402,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"335",1009861,1,252.34,2,637,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"336",1009896,3,368.03,8,632,3,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"337",1009906,1,267.59,2,311,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"338",1009977,2,1162.42,12,536,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"339",1010008,1,126.17,2,595,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No"
"340",1010030,1,98.15,2,275,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"341",1010046,1,600.37,2,318,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"342",1010065,2,748.71,4,479,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No"
"343",1010159,5,1772.15,20,679,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No"
"344",1010172,2,373.84,2,514,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"345",1010283,2,200,2,744,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"346",1010316,1,628.97,5,863,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"347",1010344,2,550.92,7,330,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"348",1010442,1,276.85,2,149,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"349",1010479,2,755.14,3,591,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"350",1010504,1,281.78,1,644,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"351",1010510,4,1345.06,8,153,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"352",1010526,2,98.45,3,205,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
"353",1010536,1,260.56,1,511,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"354",1010542,5,904.08,17,147,0,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No"
"355",1010557,2,461.31,5,632,1,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"356",1010567,1,138.89,1,156,1,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"357",1010619,1,186.92,1,844,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"358",1010678,1,25.23,1,686,1,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"359",1010756,1,206.92,1,809,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"360",1010823,1,255.79,1,310,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"361",1010889,1,427.85,5,655,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"362",1010893,2,671.35,3,149,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"363",1010933,1,143.93,2,774,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"364",1011005,1,483.33,3,457,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No"
